Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
1998,Sinan Öz,Türkiye,,430,61.43%,82/241,66.39%,Bronze,,,,,,,
1998,Nevzat Onur Domaniç,Türkiye,,240,34.29%,140/241,42.32%,,,,,,,,
1997,Şükrü Tikveş,Türkiye,,307,51.17%,52/221,76.92%,Silver,,,,,,,
1997,Barış Temelkuran,Türkiye,,244,40.67%,79/221,64.71%,Bronze,,,,,,,
1997,Hüseyin Özgür Tan,Türkiye,,221,36.83%,97/221,56.56%,Bronze,,,,,,,
1997,Ümit Akkuş,Türkiye,,125,20.83%,154/221,30.77%,,,,,,,,
1996,Aziz Çağatay Kurt,Türkiye,,148,74.00%,58/220,74.09%,Bronze,,,,,,,
1996,Yusuf Çapar,Türkiye,,142,71.00%,62/220,72.27%,Bronze,,,,,,,
1996,M. Serdar Soran,Türkiye,,99,49.50%,110/220,50.45%,,,,,,,,
1996,Barış Yüksel,Türkiye,,69,34.50%,152/220,31.36%,,,,,,,,
1995,Yusuf Çapar,Türkiye,,88,44.00%,109/210,48.57%,Bronze,,,,,,,
1995,M. Serdar Soran,Türkiye,,67,33.50%,135/210,36.19%,,,,,,,,
1995,Osman Şen,Türkiye,,54,27.00%,144/210,31.90%,,,,,,,,
1995,Eray Ertuğ,Türkiye,,11,5.50%,188/210,10.95%,,,,,,,,
1994,Orkunt Ediz Özkaya,Türkiye,,68,34.00%,86/189,55.03%,Bronze,,,,,,,
1994,Kürşat Aker,Türkiye,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Pınar Yolum,Türkiye,,,,,,,,,,,,,
1994,Nazif Cenk Tengerli,Türkiye,,,,,,,,,,,,,
1993,Orkunt Ediz Özkaya,Türkiye,,150,75.00%,47/155,70.32%,Bronze,,,,,,,
1993,Kürşat Aker,Türkiye,,141,70.50%,58/155,63.23%,Bronze,,,,,,,
1993,Mehmet Serkan Apaydın,Türkiye,,128,64.00%,72/155,54.19%,Bronze,,,,,,,
1993,Veli Öztürk,Türkiye,,,,,,,,,,,,,
