Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2002,Andriy Stasyuk,Ukraine,,214,35.67%,78/276,72.10%,Bronze,,,,,,,
2002,Volodymyr Tkachuk,Ukraine,,170,28.33%,106/276,61.96%,Bronze,,,,,,,
2002,Oleksiy Hlukhovskiy,Ukraine,,,,,,,,,,,,,
2001,Viktor Surohin,Ukraine,,245,40.83%,82/272,70.22%,Bronze,,,,,,,
2001,Andriy Sereda,Ukraine,,240,40.00%,83/272,69.85%,Bronze,,,,,,,
2001,Myhailo Rybak,Ukraine,,225,37.50%,90/272,67.28%,Bronze,,,,,,,
2001,Petro Luferenko,Ukraine,,220,36.67%,93/272,66.18%,Bronze,,,,,,,
2000,Dmytro Vnukov,Ukraine,,464,66.29%,40/278,85.97%,Silver,,,,,,,
2000,Yevgen Yatsenko,Ukraine,,420,60.00%,59/278,79.14%,Silver,,,,,,,
2000,Yevgen Malyshev,Ukraine,,310,44.29%,105/278,62.59%,Bronze,,,,,,,
2000,Bohdan Vlasyuk,Ukraine,,,,,,,,,,,,,
1999,Oleksandr Iotko,Ukraine,,230,38.33%,64/253,75.10%,Bronze,,,,,,,
1999,Andriy Lyakhov,Ukraine,,171,28.50%,105/253,58.89%,Bronze,,,,,,,
1999,Dmytro Vnukov,Ukraine,,,,,,,,,,,,,
1999,Oleksandr Ushchapovsky,Ukraine,,,,,,,,,,,,,
1998,Oleksandr Grushetskyy,Ukraine,,540,77.14%,41/241,83.40%,Silver,,,,,,,
1998,Sergiy Didenko,Ukraine,,480,68.57%,63/241,74.27%,Bronze,,,,,,,
1998,Sergiy Tkachuk,Ukraine,,410,58.57%,90/241,63.07%,Bronze,,,,,,,
1998,Valeriy Shchedrin,Ukraine,,300,42.86%,122/241,49.79%,,,,,,,,
1997,Sergiy Henkin,Ukraine,,235,39.17%,84/221,62.44%,Bronze,,,,,,,
1997,Yuriy Manoylo,Ukraine,,216,36.00%,101/221,54.75%,Bronze,,,,,,,
1997,Dmytro Nalyvayko,Ukraine,,186,31.00%,120/221,46.15%,,,,,,,,
1997,Sergiy Didenko,Ukraine,,99,16.50%,172/221,22.62%,,,,,,,,
1996,Kirilo Simonov,Ukraine,,160,80.00%,37/220,83.64%,Silver,,,,,,,
1996,Shamil Yagiyayev,Ukraine,,111,55.50%,95/220,57.27%,Bronze,,,,,,,
1996,Mikhail Melnik,Ukraine,,98,49.00%,112/220,49.55%,,,,,,,,
1996,Volodimir Ivanov,Ukraine,,80,40.00%,138/220,37.73%,,,,,,,,
1995,Dmitro Melamud,Ukraine,,116,58.00%,61/210,71.43%,Bronze,,,,,,,
1995,Sergei Zhuk,Ukraine,,99,49.50%,88/210,58.57%,Bronze,,,,,,,
1995,Alexei Kirillov,Ukraine,,87,43.50%,111/210,47.62%,,,,,,,,
1995,Igor Frid,Ukraine,,81,40.50%,118/210,44.29%,,,,,,,,
1994,Alexei Kirillov,Ukraine,,102,51.00%,40/189,79.37%,Silver,,,,,,,
1994,Roman Potsepaev,Ukraine,,69,34.50%,85/189,55.56%,Bronze,,,,,,,
1994,Leonid Dubinskyy,Ukraine,,,,,,,,,,,,,
1994,Pavlo Lyutko,Ukraine,,,,,,,,,,,,,
1993,Pavlo Musoryn,Ukraine,,,,,,,,,,,,,
1993,Sergiy Danylchenko,Ukraine,,,,,,,,,,,,,
1993,Andrii Leshinskyy,Ukraine,,,,,,,,,,,,,
1993,Igor Ruban,Ukraine,,,,,,,,,,,,,
1992,Alexey Skvortsov,Ukraine,,185,92.50%,30/171,83.04%,Silver,,,,,,,
1992,Pavel Matlach,Ukraine,,158,79.00%,58/171,66.67%,Bronze,,,,,,,
1992,Denis Filippenko,Ukraine,,155,77.50%,61/171,64.91%,Bronze,,,,,,,
1992,Vitalii Bondarenko,Ukraine,,124,62.00%,84/171,51.46%,Bronze,,,,,,,
