Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
1993,Laszlo Valko,Hungary,,142,71.00%,54/155,65.81%,Bronze,,,,,,,
1993,Tamás  Vizmathy,Hungary,,,,,,,,,,,,,
1992,Laszlo Peter,Hungary,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Robert Kiss,Hungary,,195,97.50%,14/171,92.40%,Silver,,,,,,,
1992,Oliver Szasz,Hungary,,172,86.00%,45/171,74.27%,Bronze,,,,,,,
1992,Zoltán Szathmáry,Hungary,,,,,,,,,,,,,
1991,Zoltan Turanyi,Hungary,,187,93.50%,3/68,97.06%,Gold,,,,,,,
1991,László Gulyás,Hungary,,124,62.00%,26/68,63.24%,Bronze,,,,,,,
1991,Robert Kiss,Hungary,,116,58.00%,31/68,55.88%,Bronze,,,,,,,
1991,Hornák Zoltán,Hungary 2,,137,68.50%,,,Silver*,,,,,,,
1990,Dániel Szabó,Hungary,,130,65.00%,5/100,96.00%,Gold,,,,,,,
1990,Hornák Zoltán,Hungary,,91,45.50%,16/100,85.00%,Silver,,,,,,,
1990,Péter                                         Berendi,Hungary,,,,,,,,,,,,,
1990,László Gulyás,Hungary,,,,,,,,,,,,,
1989,Dániel Szabó,Hungary,,95,95.00%,2/46,97.83%,Gold,,,,,,,
1989,József Ladányi,Hungary,,54,54.00%,23/46,52.17%,,,,,,,,
