Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2004,Helder Toshiro Suzuki,Brazil,,,,,,,,,,,,,
2004,Ricardo Bernert Machado,Brazil,,,,,,,,,,,,,
2003,Guilherme Issao C. Fujiwara,Brazil,,221.5,36.92%,94/265,64.91%,Bronze,,,,,,,
2003,Denilson Figueiredo De Sá,Brazil,,,,,,,,,,,,,
2003,Edson Mikio Nishida,Brazil,,,,,,,,,,,,,
2003,Daniel Bueno Donadon,Brazil,,,,,,,,,,,,,
2002,Rafael Teixeira Paulino,Brazil,,199,33.17%,86/276,69.20%,Bronze,,,,,,,
2002,Daniel Bueno Donadon,Brazil,,168,28.00%,108/276,61.23%,Bronze,,,,,,,
2002,Cesario Barros Martins,Brazil,,,,,,,,,,,,,
2002,Lucas Furukawa Gadani,Brazil,,,,,,,,,,,,,
2001,Davi Tassinari de Figueiredo,Brazil,,288,48.00%,62/272,77.57%,Silver,,,,,,,
2001,Eduardo Pereira Habkost,Brazil,,162,27.00%,126/272,54.04%,Bronze,,,,,,,
2001,Lincoln Silva,Brazil,,,,,,,,,,,,,
2001,Edans Sandes,Brazil,,,,,,,,,,,,,
2000,Thiago Meneghello,Brazil,,,,,,,,,,,,,
2000,Alexandre Pereira da Silva,Brazil,,,,,,,,,,,,,
2000,Ramide A. Sales Dantas,Brazil,,,,,,,,,,,,,
2000,Eduardo Pereira Habkost,Brazil,,,,,,,,,,,,,
1999,Vinícius José Fortuna,Brazil,,,,,,,,,,,,,
1999,André Alberto Taffarello,Brazil,,,,,,,,,,,,,
1999,Daniel Felix Ferber,Brazil,,,,,,,,,,,,,
1999,Douglas Fabiano Vieira P. Silva,Brazil,,,,,,,,,,,,,
