Year,Name,Surname,Problem1,Problem2,Problem3,Problem4,Problem5,Problem6,Total,Rank,Award
2010,Steve,Bailey,7,1,0,3,0,0,11,351,Honourable mention
2010,Desislava,Nikolov,4,0,0,7,0,0,11,351,Honourable mention
2006,Dirk Badenhorst,Coetzee,7,1,0,2,0,0,10,335,Honourable mention
1995,Jan,van Zyl Smit,7,0,1,2,2,0,12,278,Honourable mention
2016,Andrew,McGregor,7,0,0,2,0,0,9,409,Honourable mention
2012,Mickey,Chew,7,0,0,2,0,0,9,373,Honourable mention
2015,Andrew,McGregor,0,0,0,7,1,0,8,394,Honourable mention
2016,Yaseen,Mowzer,1,0,0,7,0,0,8,429,Honourable mention
2020,Juliette,Roux,7,0,0,0,0,0,7,445,Honourable mention
2006,Muhammad Saadiq,Moolla,7,0,0,2,0,0,9,364,Honourable mention
2010,Ashraf,Moolla,7,0,0,2,0,0,9,386,Honourable mention
2023,Yian,Xu,7,1,0,1,0,0,9,459,Honourable mention
2017,Ralph Johannes,McDougall,7,1,0,2,0,0,10,457,Honourable mention
2013,Lauren,Denny,7,0,0,0,0,0,7,394,Honourable mention
2013,Andrew,McGregor,0,0,0,7,0,0,7,394,Honourable mention
2014,Tae Jun,Park,7,0,0,1,0,0,8,421,Honourable mention
2014,Nashlen,Govindasamy,7,0,0,1,0,0,8,421,Honourable mention
2022,Juliette ,Roux,1,1,0,7,2,0,11,445,Honourable mention
1995,Andrew,Skeen,7,0,1,0,0,0,8,315,Honourable mention
2017,Emil,van der Walt,7,0,0,2,0,0,9,471,Honourable mention
2006,Ralf,Kistner,7,0,0,1,0,0,8,388,Honourable mention
2010,Dylan,Nelson,7,0,0,0,0,0,7,418,Honourable mention
2015,Nicholas,Kroon,4,0,0,6,3,0,13,283,
2000,Shen,Tian,3,1,0,6,0,0,10,230,
1999,Maciej,Stankiewicz,5,0,2,3,0,1,11,227,
1999,Tiaan George,Towsen,6,0,1,2,1,1,11,227,
1996,Jan,van Zyl Smit,2,2,2,3,0,1,10,216,
1994,Richard,Schneider,5,6,1,3,2,0,17,205,
2015,David Neal,Broodryk,5,1,0,2,2,2,12,307,
1993,Brian,Shand,0,2,1,3,2,0,8,225,
1999,Bradley,Preston,6,0,0,2,1,1,10,248,
2008,Nicolaas,van der Mey,5,1,0,4,2,0,12,297,
1993,Hilton,Lange,0,0,0,1,2,4,7,241,
1999,Jacques,Conradie,2,1,1,3,1,1,9,270,
2011,Dalian,Sunder,3,0,0,6,2,0,11,338,
2002,Tamara,von Glehn,2,6,0,0,1,0,9,294,
1996,Bruce,Merry,4,0,2,0,0,0,6,266,
2003,Gerhard,du Toit,2,1,0,3,2,0,8,292,
1993,Mark,Nicholas Berman,1,0,0,2,1,2,6,265,
1997,Rainer,Hoft,4,2,0,1,2,0,9,299,
1994,Andrew,Skeen,0,4,3,0,6,0,13,254,
2001,Yan-Xun,Hu,3,0,0,1,2,0,6,312,
2024,Youkyum,Kim,4,2,0,5,1,0,12,413,
